Drug,Gene
Telomerase Inhibitor IX,GIPC1
Telomerase Inhibitor IX,FBXL7
Telomerase Inhibitor IX,STAB2
Telomerase Inhibitor IX,ATP11B
Telomerase Inhibitor IX,TEX11
Telomerase Inhibitor IX,FRA10AC1
Telomerase Inhibitor IX,GPC6
Telomerase Inhibitor IX,CPXCR1
Telomerase Inhibitor IX,PPAPDC1A
Telomerase Inhibitor IX,STOX1
Telomerase Inhibitor IX,RASA3
Telomerase Inhibitor IX,IKZF5
Telomerase Inhibitor IX,SH2D1B
Telomerase Inhibitor IX,ST6GALNAC5
Telomerase Inhibitor IX,L3MBTL4
Telomerase Inhibitor IX,MGME1
Telomerase Inhibitor IX,APOB
Telomerase Inhibitor IX,RANBP3L
Telomerase Inhibitor IX,RNF150
Telomerase Inhibitor IX,KDM4E
Telomerase Inhibitor IX,PSMD11
Telomerase Inhibitor IX,LSR
Telomerase Inhibitor IX,ZSCAN4
Telomerase Inhibitor IX,STT3B
Telomerase Inhibitor IX,SEC23IP
Telomerase Inhibitor IX,C10orf35
Telomerase Inhibitor IX,GZMM
Telomerase Inhibitor IX,WNK2
Telomerase Inhibitor IX,CD302
Telomerase Inhibitor IX,AKAP4
Telomerase Inhibitor IX,CHST15
Telomerase Inhibitor IX,ATP5F1
Telomerase Inhibitor IX,ITM2A
Telomerase Inhibitor IX,UNK
Telomerase Inhibitor IX,UBL5P2
Telomerase Inhibitor IX,OR7E24
Telomerase Inhibitor IX,TCN1
Telomerase Inhibitor IX,GLB1L3
Temozolomide,BTF3
Temozolomide,LSAMP
Temozolomide,ALPK1
Temozolomide,TOB2
Temozolomide,SOD1
Temozolomide,RCAN3
Temozolomide,ZNF780A
Temozolomide,TSNARE1
Temozolomide,TCN1
Temozolomide,PACRG
Temozolomide,NGFR
Temozolomide,TNNC2
Temozolomide,LDLRAP1
Temozolomide,SCAF4
Temozolomide,TEP1
Temozolomide,ARL6
Temozolomide,TAF9
Temozolomide,CYP39A1
Temozolomide,SYP
Temozolomide,DNAJC5G
Temozolomide,MS4A1
Temozolomide,MRPS27
Temozolomide,TMC8
Temozolomide,TALDO1
Temozolomide,RETSAT
Temozolomide,PGRMC1
Temozolomide,KCNK1
Temozolomide,SYT11
Temozolomide,ZSCAN4
Temozolomide,CBR3
Temozolomide,VAMP8
Temozolomide,LDHC
Temozolomide,DDX52
Temozolomide,HPCAL4
Temozolomide,GABRA4
Temozolomide,BRSK1
Temozolomide,GAREM
Temozolomide,IGFN1
Temozolomide,ZNF595
Temozolomide,PCTP
Temozolomide,TCF4
Temozolomide,ZNF860
Temozolomide,BSN
Temozolomide,ADAMTS19
Temozolomide,SRRD
Temozolomide,BFSP1
Temozolomide,HCN2
Temozolomide,USH2A
Temozolomide,PRAMEF12
Temozolomide,NCR3
Temozolomide,INSL4
Temozolomide,LASP1
Temozolomide,BRCC3
Temozolomide,PRR7
Temozolomide,KIF3A
Temozolomide,CRYZ
Temozolomide,KIAA0141
Temozolomide,DUSP14
Temozolomide,SNAPC2
Temozolomide,NEFL
Temozolomide,NTM
Temozolomide,LRIT1
Temozolomide,GFPT2
Temozolomide,SCG2
Temozolomide,INO80
Temozolomide,FOXA2
Temozolomide,CAMTA2
Temozolomide,SBSPON
Temozolomide,GPR155
Temozolomide,SAMD13
Temozolomide,FPR1
Temozolomide,IGSF3
Temozolomide,DACT1
Temozolomide,LRRC30
Temozolomide,IL31RA
Temozolomide,MALT1
Temozolomide,ICA1L
Temozolomide,MAGT1
Temozolomide,LYRM7
Temozolomide,PCBP3
Temozolomide,JUP
Temozolomide,GALNT9
Temozolomide,KRT19
Temozolomide,NKAIN4
Temozolomide,FAM172A
Temozolomide,DNAH9
Temozolomide,SPATA13
Temozolomide,TMEM69
Temozolomide,ST6GALNAC1
Temozolomide,SIT1
Temozolomide,SYT13
Temozolomide,PCOLCE
Temozolomide,EML6
Temozolomide,CPLX1
Temozolomide,RBM33
Temozolomide,KCNG4
Temozolomide,IKZF3
Temozolomide,MORN4
Temozolomide,TNNI3K
Temozolomide,SYNRG
Trametinib,SFRP2
Trametinib,CHRDL1
Trametinib,HTR2A
Trametinib,ST8SIA2
Trametinib,NTRK3
Trametinib,CLMP
Trametinib,RSPO2
Trametinib,CD70
Trametinib,PGF
Trametinib,FAM20A
Trametinib,GAP43
Trametinib,P4HA3
Trametinib,LRCH2
Trametinib,OLFML2B
Trametinib,GPC6
Trametinib,CAMK1
Trametinib,BNC2
Trametinib,MSRA
Trametinib,HMOX1
Trametinib,CAMK4
Trametinib,GXYLT2
Trametinib,RHPN2
Trametinib,RCAN3
Trametinib,TTC28
Trametinib,FBN2
Trametinib,KCNT2
Trametinib,RFX8
Trametinib,ALPK2
Trametinib,SLIT3
Trametinib,PRRX2
Trametinib,DIO3
Trametinib,SPINT2
Trametinib,IL26
Trametinib,RGS17
Trametinib,MTUS1
Trametinib,FOXG1
Trametinib,CDH11
Trametinib,Unnamed: 5904
Trametinib,ZZEF1
Trametinib,TBXA2R
Trametinib,TSPAN13
Trametinib,MGAT4C
Trametinib,SIRT1
Trametinib,IL4I1
Trametinib,PRR3
Trametinib,REP15
Trametinib,JUP
Trametinib,TBX15
Trametinib,Unnamed: 17085
Trametinib,SLITRK2
Trametinib,LSR
Trametinib,CREG1
Trametinib,ADAMTS3
Trametinib,EPCAM
Trametinib,DSP
Trametinib,PFAS
Trametinib,DVL2
Trametinib,CYTL1
Trametinib,MYO6
Trametinib,THBS2
Trametinib,DZIP1
Trametinib,GLIS1
Trametinib,ZNF521
Trametinib,PTGFR
Trametinib,TNFAIP6
Trametinib,VTCN1
Trametinib,DLG3
Trametinib,OVOL2
Trametinib,TPD52
Trametinib,FDX1
Trametinib,SLC11A2
Trametinib,HRH1
Trametinib,SOD2
Trametinib,UBXN1
Trametinib,MPP3
Trametinib,CSNK1D
Trametinib,RAPGEF5
Trametinib,TP53
Trametinib,SOWAHD
Trametinib,GK5
Trametinib,SMARCE1
Trametinib,SPON2
Trametinib,TMEM136
Trametinib,SLC37A1
Trametinib,BSPRY
Trametinib,ZEB1
Trametinib,TBX18
Trametinib,CA4
Trametinib,DHRS7
Trametinib,DSEL
Trametinib,WTAP
Trametinib,PPWD1
Trametinib,SBSPON
Trametinib,FOXE1
Trametinib,RNF122
Trametinib,MAP7
Trametinib,EMP3
Trametinib,GPR56
Trametinib,GFPT1
Trametinib,F11R
Ulixertinib,CD70
Ulixertinib,ADAMTS3
Ulixertinib,RCAN3
Ulixertinib,PGF
Ulixertinib,KCNT2
Ulixertinib,SFRP2
Ulixertinib,DHRS7
Ulixertinib,TSPAN19
Ulixertinib,NTRK3
Ulixertinib,CLMP
Ulixertinib,HTR2A
Ulixertinib,SLIT3
Ulixertinib,TBX18
Ulixertinib,ST8SIA2
Ulixertinib,DZIP1
Ulixertinib,IL26
Ulixertinib,RSPO2
Ulixertinib,CHRDL1
Ulixertinib,KIAA1598
Ulixertinib,Unnamed: 13394
Ulixertinib,LRCH2
Ulixertinib,DMC1
Ulixertinib,PRRX2
Ulixertinib,MGAT4C
Ulixertinib,GAP43
Ulixertinib,NPLOC4
Ulixertinib,CA4
Ulixertinib,Unnamed: 16300
Ulixertinib,C10orf35
Ulixertinib,P4HA3
Ulixertinib,PCDH8
Ulixertinib,GPC6
Ulixertinib,DIO3
Ulixertinib,OLFML2B
Ulixertinib,RNF122
Ulixertinib,SH2D5
Ulixertinib,SLC11A2
Ulixertinib,PCTP
Ulixertinib,FBN2
Ulixertinib,PKP3
Ulixertinib,RETSAT
Ulixertinib,FAM20A
Ulixertinib,SLC28A2
Ulixertinib,PRPF40B
Ulixertinib,CD164L2
Ulixertinib,PLS1
Ulixertinib,TTC28
Ulixertinib,PIGL
Ulixertinib,DRAM1
Ulixertinib,ZNF521
Ulixertinib,SEMA3F
Ulixertinib,SLC44A1
Ulixertinib,TNFSF9
Ulixertinib,DOK6
Ulixertinib,GLIS1
Ulixertinib,NDRG2
Ulixertinib,FOXG1
Ulixertinib,DNAH6
Ulixertinib,ZFAND4
Ulixertinib,KCNIP1
Ulixertinib,SOD2
Ulixertinib,HEY2
Ulixertinib,CAMK4
Ulixertinib,FDX1
Ulixertinib,HIST1H4L
Ulixertinib,SBSPON
Ulixertinib,NAGK
Ulixertinib,RFX8
Ulixertinib,KRT19
Ulixertinib,SLITRK2
Ulixertinib,ALPK2
Ulixertinib,OVOL2
Ulixertinib,C15orf26
Ulixertinib,TSLP
Ulixertinib,Unnamed: 5904
Ulixertinib,BNC2
Ulixertinib,ENPP5
Ulixertinib,HIP1R
Ulixertinib,HRH1
Ulixertinib,LAMA1
Ulixertinib,RBPMS
Ulixertinib,CCL2
Ulixertinib,DTNB
Ulixertinib,NR1H4
Ulixertinib,CYP27C1
Ulixertinib,CPNE4
Ulixertinib,KDELC1
Ulixertinib,RHPN2
Ulixertinib,BPI
Ulixertinib,GK5
Ulixertinib,GSC
Ulixertinib,DNTT
Ulixertinib,TSPAN13
Ulixertinib,SORCS3
Ulixertinib,S100A5
Ulixertinib,FAM150B
Ulixertinib,CDH11
Ulixertinib,GFPT1
Ulixertinib,FHDC1
Ulixertinib,NPC1
Uprosertib,DBX2
Uprosertib,TESK2
Uprosertib,CA2
Uprosertib,CCBL2
Uprosertib,IGFBP5
Uprosertib,SPCS2
Uprosertib,ANKS6
Uprosertib,SNAI3
Uprosertib,HMGCLL1
Uprosertib,Unnamed: 16538
Uprosertib,LSMD1
Uprosertib,GOLGA8A
Uprosertib,PPCDC
Uprosertib,ATP6V0A1
Uprosertib,SRP19
Uprosertib,SCAPER
Uprosertib,MGST2
Uprosertib,TUBA3C
Uprosertib,ADCY9
Uprosertib,ARHGAP36
Uprosertib,GJA1
Uprosertib,SLC25A36
Uprosertib,SLC34A1
Uprosertib,DCP2
Uprosertib,DIP2C
Uprosertib,TRHR
Uprosertib,OR5AR1
Uprosertib,ZBTB40
Uprosertib,WFIKKN1
Uprosertib,GLUD2
Uprosertib,CCDC170
Uprosertib,ZNF805
Uprosertib,OR6C68
Uprosertib,ZBTB2
Uprosertib,PEX5L
Uprosertib,KCNE4
Uprosertib,RABL3
Uprosertib,SFTPD
Uprosertib,THAP10
Uprosertib,NEU3
Uprosertib,SLC43A1
Uprosertib,OR4F13P
Uprosertib,RAB41
Uprosertib,ALB
Uprosertib,ANKEF1
Uprosertib,C5AR2
Uprosertib,OSBP
Uprosertib,FAM101A
Uprosertib,CTSH
Uprosertib,KIAA0430
Uprosertib,TMEM258
Uprosertib,COL12A1
Uprosertib,HTR3E
Uprosertib,SLC17A3
Uprosertib,PTGER3
Uprosertib,ZNF738
Uprosertib,DIDO1
Uprosertib,INSM1
Uprosertib,S100A11
Uprosertib,THEM5
Uprosertib,CKS2
Uprosertib,Unnamed: 17609
Uprosertib,ZNF547
Uprosertib,TRAPPC4
Uprosertib,TENM1
Uprosertib,CLSTN2
Uprosertib,MBTPS1
Uprosertib,EPX
Uprosertib,PGM2
Uprosertib,DPP4
Uprosertib,FAM134A
Uprosertib,STK32B
Uprosertib,SLC1A2
Uprosertib,NKAIN1
Uprosertib,PCDH19
Uprosertib,SCUBE2
Uprosertib,HDGFL1
Uprosertib,C19orf69
Uprosertib,MAPT
Uprosertib,ESR1
Uprosertib,KDM4B
Uprosertib,COL14A1
Uprosertib,CPEB2
Uprosertib,UBL7
Uprosertib,THEG
Uprosertib,AQP11
Uprosertib,MRPL36
Uprosertib,PHF21A
Uprosertib,AMMECR1L
Uprosertib,MMP16
Uprosertib,ZNF773
Uprosertib,WDR41
Uprosertib,RBP2
Uprosertib,OR10G8
Uprosertib,PGAM1P4
Uprosertib,ABHD12B
Uprosertib,HNRNPA1L2
Uprosertib,MAPK8
Uprosertib,BLM
Uprosertib,TAX1BP3
VE821,CXorf40A
VE821,ST3GAL2
VE821,ST6GALNAC2
VE821,C1QBP
VE821,GAS2L2
VE821,AKAP4
VE821,SPINT3
VE821,CALML5
VE821,RNF2
VE821,RCAN3
VE821,PAQR3
VE821,LRCH4
VE821,ETV1
VE821,IGDCC4
VE821,PABPC4L
VE821,SLC43A1
VE821,PROCR
VE821,PROS1
VE821,TTC28
VE821,PKP3
VE821,TSPAN19
VE821,TYW3
VE821,AGMO
VE821,GP6
VE821,EMD
VE821,SLC22A20
VE821,ADAMTS3
VE821,RAB25
VE821,TEX10
VE821,MED29
VE821,DLG3
VE821,TMEM54
VE821,SLC9A3R1
VE821,NUP43
VE821,DSC1
VE821,ELMO3
VE821,KIAA0753
VE821,LAMB1
VE821,PPP1R3B
VE821,HEYL
VE821,TSR1
VE821,SIRPG
VE821,TGFB1I1
VE821,LDLRAP1
VE821,PPAT
VE821,ASAH1
VE821,MGP
VE821,ARHGEF38
VE821,ATP6AP1
VE821,GID4
VE821,SLC35G2
VE821,RHPN2
VE821,DVL2
VE821,EVPL
VE821,FMNL3
VE821,CDHR4
VE821,PLXNA3
VE821,CCDC88A
VE821,SPRYD3
VE821,VPS54
VE821,EYA4
VE821,TMEM185A
VE821,MED31
VE821,TMEM69
VE821,OVOL2
VE821,MMP1
VE821,CTAG2
VE821,NCL
VE821,IL31RA
VE821,DHRS7
VE821,SEMA3F
VE821,ADAMTS16
VE821,BLNK
VE821,PRKCE
VE821,EFHD1
VE821,GUK1
VE821,RPL27
VE821,CRB3
VE821,SH2D4A
VE821,CCR6
VE821,NPPA
VE821,DLG4
VE821,SOBP
VE821,FPR3
VE821,PF4V1
VE821,CREB3
VE821,IGSF3
VE821,ICAM2
VE821,CAPN8
VE821,TRAF3
VE821,MYBBP1A
VE821,OR2L13
VE821,CCDC8
VE821,PNO1
VE821,FUT5
VE821,PELP1
VE821,SNAP91
VE821,KIAA0368
VE821,H2AFY
VE821,RASGRP1
VX-11e,CA4
VX-11e,SFRP2
VX-11e,CLMP
VX-11e,GPC6
VX-11e,CHRDL1
VX-11e,CAMK4
VX-11e,IL26
VX-11e,RSPO2
VX-11e,EPCAM
VX-11e,Unnamed: 17085
VX-11e,HTR2A
VX-11e,CDH11
VX-11e,HMOX1
VX-11e,LSR
VX-11e,OLFML2B
VX-11e,ALPK2
VX-11e,PTGFR
VX-11e,P4HA3
VX-11e,PKP3
VX-11e,DNAH6
VX-11e,PROS1
VX-11e,JUP
VX-11e,ADAMTS3
VX-11e,MANSC1
VX-11e,ARHGEF16
VX-11e,RFX8
VX-11e,CD70
VX-11e,NTRK3
VX-11e,RCAN3
VX-11e,KCNT2
VX-11e,GXYLT2
VX-11e,UBXN1
VX-11e,BNC2
VX-11e,TNFAIP6
VX-11e,CRB3
VX-11e,NCAM1
VX-11e,CDS1
VX-11e,LRCH2
VX-11e,MGST2
VX-11e,FAM20A
VX-11e,TSPAN13
VX-11e,CAMTA2
VX-11e,DHRS7
VX-11e,PGF
VX-11e,TBXA2R
VX-11e,ZSCAN4
VX-11e,GAP43
VX-11e,XPO4
VX-11e,SPINT2
VX-11e,CPT1C
VX-11e,ST8SIA2
VX-11e,CAMK1
VX-11e,GLIS1
VX-11e,PLS1
VX-11e,PAPPA2
VX-11e,SIRT1
VX-11e,TSPAN19
VX-11e,PERP
VX-11e,STX19
VX-11e,SLIT3
VX-11e,DRAM1
VX-11e,CYTL1
VX-11e,OVOL2
VX-11e,CREG1
VX-11e,CNRIP1
VX-11e,STX4
VX-11e,MAP7
VX-11e,RNF122
VX-11e,FPR3
VX-11e,MS4A1
VX-11e,SOD2
VX-11e,IGSF3
VX-11e,EFHA2
VX-11e,AXDND1
VX-11e,DIO3
VX-11e,H1FX-AS1
VX-11e,FUCA1
VX-11e,APBB1
VX-11e,DSP
VX-11e,WTAP
VX-11e,RGS17
VX-11e,RAPGEF5
VX-11e,HLX
VX-11e,ARHGAP31
VX-11e,FN3KRP
VX-11e,PRAMEF12
VX-11e,SORCS3
VX-11e,FBXL7
VX-11e,MTUS1
VX-11e,C1orf228
VX-11e,Unnamed: 16300
VX-11e,F11R
VX-11e,Unnamed: 5904
VX-11e,DNTT
VX-11e,MAL2
VX-11e,PRRX1
VX-11e,RAB33A
VX-11e,KRT19
VX-11e,ZEB1
VX-11e,PNP
Veliparib,CCL2
Veliparib,PLAC9
Veliparib,NT5DC1
Veliparib,ATP8B2
Veliparib,RSPO2
Veliparib,OLFML2B
Veliparib,Unnamed: 5904
Veliparib,GABRA4
Veliparib,CD70
Veliparib,GML
Veliparib,IL13RA2
Veliparib,SFRP2
Veliparib,COL5A1
Veliparib,MAP4K3
Veliparib,CLMP
Veliparib,NTRK3
Veliparib,P2RX4
Veliparib,SBSPON
Veliparib,TMPRSS11E
Veliparib,KCNIP1
Veliparib,Unnamed: 13394
Veliparib,GPRIN2
Veliparib,ADAMTS3
Veliparib,HTR2A
Veliparib,RNF122
Veliparib,CRB3
Veliparib,FUCA1
Veliparib,CDH11
Veliparib,SLIT3
Veliparib,HRNR
Veliparib,P4HA3
Veliparib,CREG1
Veliparib,TNNC2
Veliparib,EPCAM
Veliparib,RFX8
Veliparib,LPAR6
Veliparib,GAS1
Veliparib,NCAM1
Veliparib,IL26
Veliparib,OR4P4
Veliparib,C15orf56
Veliparib,CHRDL1
Veliparib,TEAD1
Veliparib,SNAPC2
Veliparib,CMTM8
Veliparib,CCDC147
Veliparib,DOK6
Veliparib,KDELC1
Veliparib,ALPK2
Veliparib,Unnamed: 17085
Veliparib,PRKCZ
Veliparib,GIPC2
Veliparib,GLIS1
Veliparib,TBX18
Veliparib,TEP1
Veliparib,RNF149
Veliparib,SLITRK2
Veliparib,FGFR1
Veliparib,NMNAT1
Veliparib,CDS1
Veliparib,CYTL1
Veliparib,MRPL50
Veliparib,SLC35A4
Veliparib,DIS3L
Veliparib,RETSAT
Veliparib,FAM20A
Veliparib,CCM2
Veliparib,EBF1
Veliparib,RBM27
Veliparib,GAREM
Veliparib,CAMK4
Veliparib,PHKA2
Veliparib,PID1
Veliparib,FAT4
Veliparib,MMP13
Veliparib,DZIP1
Veliparib,PIGL
Veliparib,GAP43
Veliparib,CDKN2AIPNL
Veliparib,PKP3
Veliparib,ACTRT2
Veliparib,CA4
Veliparib,CPT1C
Veliparib,MYO6
Veliparib,HLA-G
Veliparib,EFHA2
Veliparib,LRIT1
Veliparib,CEND1
Veliparib,FAM150B
Veliparib,NR1H4
Veliparib,CLDN20
Veliparib,PTGFR
Veliparib,HMOX1
Veliparib,C15orf39
Veliparib,TRO
Veliparib,GPC6
Veliparib,RBMS3
Veliparib,KRT19
Veliparib,PRRX1
Veliparib,ST8SIA2
Venetoclax,PASD1
Venetoclax,METTL25
Venetoclax,CCR6
Venetoclax,E2F4
Venetoclax,LRRC36
Venetoclax,LDHC
Venetoclax,UBE2U
Venetoclax,PHF1
Venetoclax,PDP2
Venetoclax,MS4A1
Venetoclax,RETSAT
Venetoclax,SIGLEC7
Venetoclax,POFUT2
Venetoclax,FTCD
Venetoclax,CD22
Venetoclax,C1QTNF9B
Venetoclax,C1orf228
Venetoclax,TMEM167B
Venetoclax,PIGL
Venetoclax,TEAD1
Venetoclax,BCAR1
Venetoclax,PCDH8
Venetoclax,TIGD7
Venetoclax,GCSAM
Venetoclax,SLC9B1
Venetoclax,VIMP
Venetoclax,BPHL
Venetoclax,DHX38
Venetoclax,CALML5
Venetoclax,NCKAP1L
Venetoclax,FMR1NB
Venetoclax,ZNF264
Venetoclax,ZFP28
Venetoclax,LCE2D
Venetoclax,VPREB1
Venetoclax,Unnamed: 17697
Venetoclax,TCL1A
Venetoclax,BCL6
Venetoclax,PRAMEF12
Venetoclax,STRA13
Venetoclax,FPR3
Venetoclax,TAF13
Venetoclax,SEMA3F
Venetoclax,IGFL2
Venetoclax,PHRF1
Venetoclax,ST6GALNAC1
Venetoclax,OR4N3P
Venetoclax,P2RY8
Venetoclax,PTPLA
Venetoclax,ZNF597
Venetoclax,NUDT19
Venetoclax,TPD52
Venetoclax,DTHD1
Venetoclax,NHLH2
Venetoclax,FHL2
Venetoclax,KARS
Venetoclax,TNFSF8
Venetoclax,SLC25A19
Venetoclax,TMCO2
Venetoclax,SHC1
Venetoclax,SYCE3
Venetoclax,ZNF415
Venetoclax,Unnamed: 17690
Venetoclax,KIAA1598
Venetoclax,HSD17B1
Venetoclax,CES2
Venetoclax,SLC28A2
Venetoclax,NONO
Venetoclax,SDHAP3
Venetoclax,ZNF844
Venetoclax,ZNF701
Venetoclax,SCAPER
Venetoclax,SNTB2
Venetoclax,FBXO39
Venetoclax,ZDHHC7
Venetoclax,SHISA4
Venetoclax,NFS1
Venetoclax,DNAJA4
Venetoclax,OR6C76
Venetoclax,KRT73
Venetoclax,C9orf139
Venetoclax,INSL4
Venetoclax,AXDND1
Venetoclax,CIDEA
Venetoclax,HSP90AA1
Venetoclax,LRRC45
Venetoclax,LINS
Venetoclax,TFF2
Venetoclax,LRIG2
Venetoclax,CKB
Venetoclax,MTMR1
Venetoclax,PALM3
Venetoclax,PNP
Venetoclax,IRF4
Venetoclax,VAC14
Venetoclax,TERF2IP
Venetoclax,ABHD8
Venetoclax,ZFAND4
Venetoclax,NR1H2
Venetoclax,STX5
Vinorelbine,RASGRP1
Vinorelbine,WNT2
Vinorelbine,TLN2
Vinorelbine,C5AR1
Vinorelbine,FCER1G
Vinorelbine,SLC22A16
Vinorelbine,CREB3
Vinorelbine,FEV
Vinorelbine,P2RY14
Vinorelbine,PNPLA1
Vinorelbine,EMD
Vinorelbine,PCDH8
Vinorelbine,KLF9
Vinorelbine,MS4A1
Vinorelbine,RPL10
Vinorelbine,LDOC1L
Vinorelbine,CALML5
Vinorelbine,RAD51D
Vinorelbine,OR7D2
Vinorelbine,BECN1
Vinorelbine,ZNF595
Vinorelbine,PLCB2
Vinorelbine,LDLRAD4
Vinorelbine,KIF24
Vinorelbine,DCAF12
Vinorelbine,TFF2
Vinorelbine,HEY2
Vinorelbine,NBR1
Vinorelbine,Unnamed: 8618
Vinorelbine,ASCL3
Vinorelbine,VCP
Vinorelbine,OR10R2
Vinorelbine,MEP1A
Vinorelbine,MXD3
Vinorelbine,HINT2
Vinorelbine,ZNF32
Vinorelbine,FAM107A
Vinorelbine,ITPKB
Vinorelbine,C9orf173
Vinorelbine,TCL1A
Vinorelbine,FAM155B
Vinorelbine,ANO4
Vinorelbine,TADA2A
Vinorelbine,MRAP2
Vinorelbine,PLEKHG4B
Vinorelbine,IDH3G
Vinorelbine,CPM
Vinorelbine,STPG2
Vinorelbine,DSC1
Vinorelbine,GPR126
Vinorelbine,SIGIRR
Vinorelbine,CPPED1
Vinorelbine,SCCPDH
Vinorelbine,TMEM223
Vinorelbine,DUSP27
Vinorelbine,HIBADH
Vinorelbine,NFX1
Vinorelbine,HIGD1C
Vinorelbine,RPP25L
Vinorelbine,CLTA
Vinorelbine,HES4
Vinorelbine,TM2D1
Vinorelbine,SPATA13
Vinorelbine,ZNF275
Vinorelbine,FAM47A
Vinorelbine,NTPCR
Vinorelbine,PKMYT1
Vinorelbine,RNF150
Vinorelbine,PPFIBP2
Vinorelbine,ZBTB5
Vinorelbine,PLCL1
Vinorelbine,SLC1A7
Vinorelbine,GABBR2
Vinorelbine,OR13C3
Vinorelbine,DDN
Vinorelbine,TRMT10B
Vinorelbine,POFUT2
Vinorelbine,C1orf138
Vinorelbine,TAX1BP1
Vinorelbine,SSU72P8
Vinorelbine,MPLKIP
Vinorelbine,FPR3
Vinorelbine,SMARCB1
Vinorelbine,PLEKHG3
Vinorelbine,KHK
Vinorelbine,SOX6
Vinorelbine,FAM19A3
Vinorelbine,PRAMEF12
Vinorelbine,HIST1H1D
Vinorelbine,SLC24A5
Vinorelbine,ANKRD18A
Vinorelbine,BTNL8
Vinorelbine,NUDT2
Vinorelbine,APOF
Vinorelbine,NUB1
Vinorelbine,COL27A1
Vinorelbine,NXF3
Vinorelbine,IKZF3
Vinorelbine,RICTOR
Vinorelbine,TBC1D9B
Vismodegib,MS4A1
Vismodegib,INSL4
Vismodegib,PPP1R3B
Vismodegib,LDHC
Vismodegib,PRAMEF12
Vismodegib,ZNF860
Vismodegib,NCR3
Vismodegib,ST6GALNAC1
Vismodegib,SNAPC2
Vismodegib,RETSAT
Vismodegib,AP2A1
Vismodegib,DNTT
Vismodegib,ATP8B2
Vismodegib,ZNF655
Vismodegib,AXDND1
Vismodegib,NAALADL2
Vismodegib,ZSCAN4
Vismodegib,KDELC1
Vismodegib,Unnamed: 13394
Vismodegib,MAP4K3
Vismodegib,ALPK1
Vismodegib,TNFSF8
Vismodegib,ZNF780A
Vismodegib,GPRIN2
Vismodegib,DDX52
Vismodegib,NOB1
Vismodegib,TMPRSS11E
Vismodegib,DHRS7
Vismodegib,PRAM1
Vismodegib,FPR3
Vismodegib,GABRA4
Vismodegib,BRSK1
Vismodegib,ADC
Vismodegib,PCDH8
Vismodegib,TCL1A
Vismodegib,CLDN20
Vismodegib,METTL25
Vismodegib,BTF3
Vismodegib,IKZF3
Vismodegib,CCL2
Vismodegib,BIVM
Vismodegib,TADA2A
Vismodegib,RCAN3
Vismodegib,DRAXIN
Vismodegib,VPREB1
Vismodegib,SOCS7
Vismodegib,PSMD3
Vismodegib,MAT1A
Vismodegib,SLC6A14
Vismodegib,Unnamed: 5904
Vismodegib,STPG1
Vismodegib,SBSPON
Vismodegib,KRT39
Vismodegib,PTPRQ
Vismodegib,TNNC2
Vismodegib,DUSP15
Vismodegib,TMEM87A
Vismodegib,OR4P4
Vismodegib,CA4
Vismodegib,PNP
Vismodegib,LENG8
Vismodegib,CA2
Vismodegib,SSU72P8
Vismodegib,NHLH2
Vismodegib,PHRF1
Vismodegib,CYP7A1
Vismodegib,FAIM
Vismodegib,IGLL1
Vismodegib,CCDC105
Vismodegib,FAM183B
Vismodegib,RIPK3
Vismodegib,OR2M5
Vismodegib,TOB2
Vismodegib,ZFAND4
Vismodegib,SAG
Vismodegib,LRRC28
Vismodegib,FES
Vismodegib,PIGP
Vismodegib,NT5DC1
Vismodegib,DPT
Vismodegib,ZNF311
Vismodegib,GAS6
Vismodegib,CTSK
Vismodegib,TMEM69
Vismodegib,FAM20A
Vismodegib,LIPF
Vismodegib,TRERF1
Vismodegib,DIS3L
Vismodegib,DNAJC5G
Vismodegib,TFF2
Vismodegib,PPCDC
Vismodegib,HRNR
Vismodegib,Unnamed: 17500
Vismodegib,CXorf40A
Vismodegib,DLG4
Vismodegib,CRB3
Vismodegib,DNASE1L1
Vismodegib,MGST2
Vismodegib,KCNK17
Vismodegib,PTPN21
Vorinostat,SLC38A3
Vorinostat,PCDH11X
Vorinostat,GRIK1
Vorinostat,TNFRSF10C
Vorinostat,DCP2
Vorinostat,HN1
Vorinostat,ADAMTS3
Vorinostat,MAFG
Vorinostat,DDX59
Vorinostat,EXOC4
Vorinostat,LZTS2
Vorinostat,LUC7L2
Vorinostat,RFNG
Vorinostat,ARHGDIA
Vorinostat,CNKSR2
Vorinostat,ZNF800
Vorinostat,PHYH
Vorinostat,WNT1
Vorinostat,METTL21D
Vorinostat,CA8
Vorinostat,EPHX1
Vorinostat,SLC25A23
Vorinostat,ZBTB10
Vorinostat,PRPSAP1
Vorinostat,SLC28A2
Vorinostat,ARMC2
Vorinostat,NFATC1
Vorinostat,RAB41
Vorinostat,DLD
Vorinostat,AP5M1
Vorinostat,TREX1
Vorinostat,Unnamed: 16538
Vorinostat,ARHGEF12
Vorinostat,ZSCAN10
Vorinostat,SRP19
Vorinostat,ZNF704
Vorinostat,MKLN1
Vorinostat,ZFAND4
Vorinostat,PCGF2
Vorinostat,T
Vorinostat,KIF18B
Vorinostat,OR2AE1
Vorinostat,PYROXD2
Vorinostat,ZDHHC20
Vorinostat,TYW1
Vorinostat,SORBS2
Vorinostat,CA4
Vorinostat,S100A1
Vorinostat,APCS
Vorinostat,TMCO2
Vorinostat,IP6K3
Vorinostat,LRFN3
Vorinostat,NQO1
