Drug,Gene
Savolitinib,CTU1
Savolitinib,P2RX7
Savolitinib,ZNF106
Savolitinib,DEFA4
Savolitinib,ZSCAN29
Savolitinib,KLRG1
Savolitinib,ZFYVE21
Savolitinib,C14orf1
Savolitinib,KCNK3
Savolitinib,CHST6
Savolitinib,UBE3A
Savolitinib,INTS7
Savolitinib,PAPOLA
Savolitinib,AACS
Savolitinib,HIST1H1B
Savolitinib,XKR4
Savolitinib,TEX37
Savolitinib,RASSF8
Savolitinib,PROS1
Savolitinib,P2RY14
Savolitinib,STMN4
Savolitinib,WFDC8
Savolitinib,ZBTB25
Savolitinib,PKP3
Savolitinib,RNF168
Savolitinib,FER1L5
Savolitinib,CD46
Savolitinib,POFUT2
Savolitinib,FAM221B
Savolitinib,GNA13
Savolitinib,MACF1
Savolitinib,RGS17
Savolitinib,OR6K2
Savolitinib,ANGPT2
Savolitinib,DBIL5P
Savolitinib,PPIP5K1
Savolitinib,CEP250
Savolitinib,CRNN
Savolitinib,HTN3
Savolitinib,BIVM
Savolitinib,CALN1
Savolitinib,CYP46A4P
Savolitinib,ZIC2
Savolitinib,MRS2
Savolitinib,NKAIN2
Savolitinib,PSMB6
Savolitinib,OR7G2
Savolitinib,KBTBD12
Savolitinib,ETV1
Selumetinib,NTRK3
Selumetinib,RSPO2
Selumetinib,FAM20A
Selumetinib,CHRDL1
Selumetinib,SFRP2
Selumetinib,HTR2A
Selumetinib,CLMP
Selumetinib,OLFML2B
Selumetinib,ST8SIA2
Selumetinib,P4HA3
Selumetinib,ALPK2
Selumetinib,GPC6
Selumetinib,JUP
Selumetinib,CDH11
Selumetinib,SLITRK2
Selumetinib,EPCAM
Selumetinib,LSR
Selumetinib,Unnamed: 17085
Selumetinib,GAP43
Selumetinib,LRCH2
Selumetinib,BNC2
Selumetinib,RFX8
Selumetinib,SBSPON
Selumetinib,GXYLT2
Selumetinib,SLIT3
Selumetinib,CAMK1
Selumetinib,PACRG
Selumetinib,SPINT2
Selumetinib,PGF
Selumetinib,CREG1
Selumetinib,CAMK4
Selumetinib,MYO6
Selumetinib,CYTL1
Selumetinib,DDR1
Selumetinib,FUCA1
Selumetinib,IL26
Selumetinib,HMOX1
Selumetinib,PTGFR
Selumetinib,ZEB1
Selumetinib,MSRA
Selumetinib,RHPN2
Selumetinib,CD70
Selumetinib,GLIS1
Selumetinib,KCNIP1
Selumetinib,MAP7
Selumetinib,IGFN1
Selumetinib,THBS2
Selumetinib,SMARCE1
Selumetinib,CDS1
Selumetinib,F11R
Selumetinib,GFPT1
Selumetinib,ZNF521
Selumetinib,PRKCZ
Selumetinib,OVOL2
Selumetinib,EBF1
Selumetinib,DSEL
Selumetinib,ADAMTS3
Selumetinib,MGAT4C
Selumetinib,TACSTD2
Selumetinib,ELF3
Selumetinib,MARCH3
Selumetinib,SPON2
Selumetinib,PRUNE2
Selumetinib,SPINT1
Selumetinib,C1orf172
Selumetinib,TBXA2R
Selumetinib,CLDN4
Selumetinib,IL31RA
Selumetinib,TSPAN13
Selumetinib,FBXO10
Selumetinib,PRRX2
Selumetinib,DSP
Selumetinib,Unnamed: 5904
Selumetinib,SIRT1
Selumetinib,SORCS3
Selumetinib,NCAM1
Selumetinib,PRR3
Selumetinib,MTUS1
Selumetinib,PROS1
Selumetinib,TTC28
Selumetinib,MAP4K3
Selumetinib,AP1S2
Selumetinib,IL4I1
Selumetinib,FAT4
Selumetinib,HRH1
Selumetinib,REP15
Selumetinib,PKP3
Selumetinib,CA4
Selumetinib,COL15A1
Selumetinib,RGS17
Selumetinib,SHROOM3
Selumetinib,PDE7B
Selumetinib,CNRIP1
Selumetinib,DDR2
Selumetinib,RNF122
Selumetinib,MALT1
Selumetinib,NRP1
Selumetinib,PRRX1
Selumetinib,KRT19
Selumetinib,TPD52
Sepantronium bromide,TIMM44
Sepantronium bromide,RRP9
Sepantronium bromide,RPS28
Sepantronium bromide,B3GALT4
Sepantronium bromide,RABGGTB
Sepantronium bromide,SLC22A16
Sepantronium bromide,ELAVL1
Sepantronium bromide,PTBP1
Sepantronium bromide,KRI1
Sepantronium bromide,CLEC4F
Sepantronium bromide,RPL36
Sepantronium bromide,LARS2
Sepantronium bromide,NXN
Sepantronium bromide,DOHH
Sepantronium bromide,TMEM201
Sepantronium bromide,TAF5
Sepantronium bromide,ILKAP
Sepantronium bromide,CARM1
Sepantronium bromide,SS18L2
Sepantronium bromide,SKIL
Sepantronium bromide,ARMC6
Sepantronium bromide,SMAD6
Sepantronium bromide,MCOLN1
Sepantronium bromide,CXXC5
Sepantronium bromide,POLR1A
Sepantronium bromide,ILF3
Sepantronium bromide,PPRC1
Sepantronium bromide,FOS
Sepantronium bromide,CACTIN
Sepantronium bromide,NKX2-5
Sepantronium bromide,ZNF142
Sepantronium bromide,MAP2K7
Sepantronium bromide,LRRC47
Sepantronium bromide,PNPLA8
Sepantronium bromide,SRM
Sepantronium bromide,AP2S1
Sepantronium bromide,CSRP1
Sepantronium bromide,IFT46
Sepantronium bromide,MALAT1
Sepantronium bromide,NCKIPSD
Sepantronium bromide,TBK1
Sepantronium bromide,SH3GL3
Sepantronium bromide,DUS3L
Sepantronium bromide,MRPL4
Sepantronium bromide,MEX3D
Sepantronium bromide,SNHG7
Sepantronium bromide,WDR82
Sepantronium bromide,KEAP1
Sepantronium bromide,OR10A3
Sepantronium bromide,ARSA
Sepantronium bromide,CPPED1
Sepantronium bromide,NEUROG2
Sepantronium bromide,TMEM14C
Sepantronium bromide,PRIMA1
Sepantronium bromide,TRAPPC5
Sepantronium bromide,RNASE1
Sepantronium bromide,RPL14
Sepantronium bromide,EML2
Sepantronium bromide,RRS1
Sepantronium bromide,Unnamed: 13785
Sepantronium bromide,ZCCHC18
Sepantronium bromide,CYP1A1
Sepantronium bromide,ARHGAP22
Sepantronium bromide,RHOBTB3
Sepantronium bromide,ZFAND6
Sepantronium bromide,PTAFR
Sepantronium bromide,PTCHD1
Sepantronium bromide,FBXL20
Sepantronium bromide,SF3A2
Sepantronium bromide,GCDH
Sepantronium bromide,RAVER2
Sepantronium bromide,FAM57A
Sepantronium bromide,MPP7
Sepantronium bromide,TLN2
Sepantronium bromide,ZNF226
Sepantronium bromide,HIRA
Sepantronium bromide,DAZAP1
Sepantronium bromide,BATF
Sepantronium bromide,SAFB
Sepantronium bromide,BNIP3
Sepantronium bromide,NFYC
Sepantronium bromide,DOCK11
Sepantronium bromide,TAX1BP1
Sepantronium bromide,NOP14
Sepantronium bromide,SYNM
Sepantronium bromide,CTDP1
Sepantronium bromide,GSDMB
Sepantronium bromide,Unnamed: 8618
Sepantronium bromide,GEMIN4
Sepantronium bromide,IFRD2
Sepantronium bromide,WFDC1
Sepantronium bromide,TXNL4A
Sepantronium bromide,NSUN4
Sepantronium bromide,ITPKB
Sepantronium bromide,GJB7
Sepantronium bromide,PRDM7
Sepantronium bromide,TMC3
Sepantronium bromide,EIF3E
Sepantronium bromide,MRTO4
Sepantronium bromide,COL27A1
Serdemetan,TANGO6
Serdemetan,FKTN
Serdemetan,ST3GAL2
Serdemetan,HLA-G
Serdemetan,SH2D4A
Serdemetan,RAB39B
Serdemetan,RNF128
Serdemetan,WDR47
Serdemetan,TERF2IP
Serdemetan,PERP
Serdemetan,R3HDM4
Serdemetan,EHF
Serdemetan,ARHGAP32
Serdemetan,SLC25A20
Serdemetan,MLLT10
Serdemetan,FUCA1
Serdemetan,EIF2AK1
Serdemetan,ARHGEF16
Serdemetan,BRSK1
Serdemetan,Unnamed: 16300
Serdemetan,TRGV8
Serdemetan,PHLPP2
Serdemetan,NUP210P1
Serdemetan,AGAP2
Serdemetan,RNF20
Serdemetan,CCL20
Serdemetan,PPP1R3B
Serdemetan,CDC42EP5
Serdemetan,IGSF10
Serdemetan,FUBP3
Serdemetan,TSTD2
Serdemetan,SLC9A1
Serdemetan,CYFIP1
Serdemetan,FABP6
Serdemetan,ARMCX1
Serdemetan,LRRC16A
Serdemetan,EPPK1
Serdemetan,AFP
Serdemetan,EFHA1
Serdemetan,ATXN10
Serdemetan,IL12RB1
Serdemetan,CMTM8
Serdemetan,ARSA
Serdemetan,HIATL1
Serdemetan,GJA1
Serdemetan,TBCB
Serdemetan,KCNAB3
Serdemetan,GML
Serdemetan,MRPL50
Serdemetan,GCAT
Serdemetan,CCDC170
Serdemetan,GCSAM
Serdemetan,MZT2B
Serdemetan,RBP2
Serdemetan,CRB3
Serdemetan,ZSCAN29
Serdemetan,SMYD3
Serdemetan,SDC2
Serdemetan,TMEM38B
Serdemetan,CDKN2AIPNL
Serdemetan,ANKRD26
Serdemetan,OR52J3
Serdemetan,INTS1
Serdemetan,SLC5A7
Serdemetan,C1orf61
Serdemetan,NCBP1
Serdemetan,GDA
Serdemetan,SAG
Serdemetan,TBCA
Serdemetan,MAPKAP1
Serdemetan,OR13H1
Serdemetan,ARIH2OS
Serdemetan,BIK
Serdemetan,ERP27
Serdemetan,UPK3B
Serdemetan,C3orf30
Serdemetan,IRF4
Serdemetan,CPT1C
Serdemetan,TINAG
Serdemetan,PROS1
Serdemetan,NIP7
Serdemetan,CRELD2
Serdemetan,EPS8L2
Serdemetan,CBR3
Serdemetan,PITPNA
Serdemetan,CIRH1A
Serdemetan,STX4
Serdemetan,KLK4
Serdemetan,VARS2
Serdemetan,IL31RA
Serdemetan,GUCA2A
Serdemetan,HSDL1
Serdemetan,YME1L1
Serdemetan,AMOTL1
Serdemetan,COX4I1
Serdemetan,DNAJB6
Serdemetan,MYBL1
Serdemetan,NAA11
Serdemetan,CA4
Serdemetan,UTP15
Sorafenib,KCNRG
Sorafenib,PPBPP2
Sorafenib,NEU3
Sorafenib,LGI4
Sorafenib,C5orf17
Sorafenib,ZBTB24
Sorafenib,FAM167B
Sorafenib,GBA2
Sorafenib,C1orf51
Sorafenib,Unnamed: 17609
Sorafenib,ZNF780A
Sorafenib,RIMKLB
Sorafenib,ZCCHC7
Sorafenib,ST6GALNAC1
Sorafenib,DNAJC21
Sorafenib,NT5DC1
Sorafenib,NHSL2
Sorafenib,ADCYAP1R1
Sorafenib,SYNDIG1L
Sorafenib,SNAI3
Sorafenib,LARP7
Sorafenib,DDX52
Sorafenib,NHLH1
Sorafenib,MAS1L
Sorafenib,ZFAND4
Sorafenib,SPCS2
Sorafenib,ZNF860
Sorafenib,PSMD11
Sorafenib,DNAH9
Sorafenib,C6orf15
Sorafenib,C12orf39
Sorafenib,RGS6
Sorafenib,KIAA1919
Sorafenib,METTL25
Sorafenib,ALDH7A1
Sorafenib,STAG2
Sorafenib,OR1D2
Sorafenib,PRR25
Sorafenib,OR2F2
Sorafenib,ZBTB5
Sorafenib,C5orf51
Sorafenib,GABRB2
Sorafenib,TMEM81
Sorafenib,ANXA4
Sorafenib,ADAP2
Sorafenib,ETHE1
Sorafenib,REG4
Sorafenib,CCDC105
Sorafenib,NPHP3
Sorafenib,HAPLN1
Sorafenib,GRIA2
Sorafenib,C10orf128
Sorafenib,SAG
Sorafenib,CR1L
Sorafenib,NOX4
Sorafenib,RBBP5
Sorafenib,GPR32
Sorafenib,OR2AG2
Sorafenib,FASLG
Sorafenib,MLIP
Sorafenib,ETFA
Sorafenib,MAPRE3
Sorafenib,C19orf69
Sorafenib,PKP2
Sorafenib,ZNF677
Sorafenib,NARG2
Sorafenib,SHROOM4
Sorafenib,HAPLN4
Sorafenib,GABRG3
Sorafenib,DLGAP3
Sorafenib,SNTG1
Sorafenib,ZFP36L1
Sorafenib,GYS2
Sorafenib,GLCE
Sorafenib,PDS5A
Sorafenib,SENP8
Sorafenib,PRTG
Sorafenib,ZNF595
Sorafenib,BEST1
Sorafenib,HTRA4
Sorafenib,ELSPBP1
Sorafenib,OR10J5
Sorafenib,CSF2RB
Sorafenib,TROVE2
Sorafenib,CD99
Sorafenib,ZNF396
Sorafenib,MOGAT3
Sorafenib,SMPD2
Sorafenib,GARNL3
Sorafenib,PPCDC
Sorafenib,DACH2
Sorafenib,MYL1
Sorafenib,OR5L1
Sorafenib,MAP4K3
Sorafenib,NGLY1
Sorafenib,TTC21A
Sorafenib,MIS18A
Sorafenib,PCSK6
Sorafenib,WDR37
Sorafenib,ZSWIM2
Staurosporine,FPR3
Staurosporine,VPREB1
Staurosporine,LDHC
Staurosporine,TCL1A
Staurosporine,PRAMEF12
Staurosporine,MS4A1
Staurosporine,TNFSF8
Staurosporine,NHLH2
Staurosporine,LEUTX
Staurosporine,INSL4
Staurosporine,RASGRP1
Staurosporine,CD52
Staurosporine,IGLL1
Staurosporine,ANO4
Staurosporine,DNTT
Staurosporine,FXYD4
Staurosporine,PPP1R3B
Staurosporine,MGA
Staurosporine,RCAN3
Staurosporine,TOB2P1
Staurosporine,SLC39A4
Staurosporine,TACR2
Staurosporine,SSU72P8
Staurosporine,C1QBP
Staurosporine,SCFD2
Staurosporine,GRPEL1
Staurosporine,PCDH8
Staurosporine,IKZF3
Staurosporine,OR11G2
Staurosporine,MAT1A
Staurosporine,TADA2A
Staurosporine,TFF2
Staurosporine,SPATA31D1
Staurosporine,IGJ
Staurosporine,PTPRQ
Staurosporine,PGAP2
Staurosporine,METTL20
Staurosporine,NOP16
Staurosporine,DHRS7
Staurosporine,SLC4A9
Staurosporine,NF1
Staurosporine,RASA3
Staurosporine,ANKRD36
Staurosporine,PAICS
Staurosporine,FABP7
Staurosporine,BYSL
Staurosporine,PDCL2
Staurosporine,ST6GALNAC1
Staurosporine,FSTL4
Staurosporine,TSR1
Staurosporine,PHC3
Staurosporine,SYNRG
Staurosporine,MCHR1
Staurosporine,HSPA1L
Staurosporine,KLB
Staurosporine,TCERG1L
Staurosporine,CCDC7
Staurosporine,CNTD2
Staurosporine,YWHAE
Staurosporine,Unnamed: 17500
Staurosporine,PPP1R10
Staurosporine,PDE3B
Staurosporine,AKAP5
Staurosporine,GJC2
Staurosporine,KRT26
Staurosporine,PPFIA1
Staurosporine,C19orf38
Staurosporine,WDR77
Staurosporine,VTCN1
Staurosporine,TBX21
Staurosporine,QTRTD1
Staurosporine,OR9G1
Staurosporine,PLCL1
Staurosporine,AXDND1
Staurosporine,SOCS7
Staurosporine,ZNF595
Staurosporine,N6AMT1
Staurosporine,PPAT
Staurosporine,AUP1
Staurosporine,Unnamed: 5287
Staurosporine,CTTN
Staurosporine,LINC00085
Staurosporine,CXorf40A
Staurosporine,NDUFAF2
Staurosporine,OR6V1
Staurosporine,Unnamed: 17137
Staurosporine,DIMT1
Staurosporine,CMSS1
Staurosporine,DSC1
Staurosporine,CCDC86
Staurosporine,RPP30
Staurosporine,CCR7
Staurosporine,NUDCD1
Staurosporine,RETSAT
Staurosporine,ZNF678
Staurosporine,ZNF480
Staurosporine,CCR6
Staurosporine,CALML5
Staurosporine,PPP2R5A
Staurosporine,RNF150
Talazoparib,PERP
Talazoparib,DSP
Talazoparib,CPQ
Talazoparib,BCKDHB
Talazoparib,AFP
Talazoparib,GPC6
Talazoparib,MMP16
Talazoparib,ST3GAL2
Talazoparib,SNAP25
Talazoparib,ALDH9A1
Talazoparib,AGAP2
Talazoparib,TCL1A
Talazoparib,ZNF521
Talazoparib,SIRPA
Talazoparib,ADAMTS3
Talazoparib,KRT19
Talazoparib,NECAB1
Talazoparib,THOC5
Talazoparib,FBXO16
Talazoparib,WEE1
Talazoparib,PGF
Talazoparib,RSPO2
Talazoparib,OR1D2
Talazoparib,EPPK1
Talazoparib,NDP
Talazoparib,STAP2
Talazoparib,C17orf97
Talazoparib,GGT7
Talazoparib,ZNF204P
Talazoparib,ZNF106
Talazoparib,PSMG2
Talazoparib,SMCP
Talazoparib,SFRP2
Talazoparib,Unnamed: 16634
Talazoparib,PPP2R3C
Talazoparib,FCGR2A
Talazoparib,STX4
Talazoparib,VN1R4
Talazoparib,SEC24A
Talazoparib,PHACTR1
Talazoparib,KLF9
Talazoparib,CRB3
Talazoparib,NPC1
Talazoparib,CDX4
Talazoparib,P4HA3
Talazoparib,SEC1P
Talazoparib,C4BPA
Talazoparib,KCNK12
Talazoparib,SDC2
Talazoparib,GXYLT2
Talazoparib,ZBTB8OS
Talazoparib,NUB1
Talazoparib,MYO1A
Talazoparib,SMU1
Talazoparib,MGAT5
Talazoparib,FAM194A
Talazoparib,COL12A1
Talazoparib,TFF2
Talazoparib,PID1
Talazoparib,SLC27A2
Talazoparib,FBXO10
Talazoparib,TTC23
Talazoparib,CCL2
Talazoparib,PLOD3
Talazoparib,CCL5
Talazoparib,B3GAT3
Talazoparib,CA4
Talazoparib,RPE65
Talazoparib,NLRX1
Talazoparib,HSPB3
Talazoparib,LGI1
Talazoparib,SCAF1
Talazoparib,MYOG
Talazoparib,FN1
Talazoparib,FSCN2
Talazoparib,RAMP1
Talazoparib,CD70
Talazoparib,TANGO6
Talazoparib,CNTNAP1
Talazoparib,ACP6
Talazoparib,NHLH2
Talazoparib,TNFSF15
Talazoparib,C19orf12
Talazoparib,NT5DC1
Talazoparib,COL9A1
Talazoparib,EMC10
Talazoparib,MAPK13
Talazoparib,ADAM7
Talazoparib,GJA1
Talazoparib,LGALS3BP
Talazoparib,RGS3
Talazoparib,PDDC1
Talazoparib,C17orf67
Talazoparib,HTR2A
Talazoparib,ZNF44
Talazoparib,RAPGEF4
Talazoparib,TBCB
Talazoparib,LHFPL5
Talazoparib,CLRN3
Talazoparib,OR5D14
Tamoxifen,MCHR1
Tamoxifen,PSPC1
Tamoxifen,FBXO39
Tamoxifen,RETSAT
Tamoxifen,LDHC
Tamoxifen,LEUTX
Tamoxifen,TFF2
Tamoxifen,CYP4F22
Tamoxifen,RFPL4B
Tamoxifen,INSL4
Tamoxifen,TACR2
Tamoxifen,SSU72P8
Tamoxifen,TCL1A
Tamoxifen,GCSAM
Tamoxifen,AGAP2
Tamoxifen,NCKAP1L
Tamoxifen,OR10A7
Tamoxifen,TBX21
Tamoxifen,CIDEA
Tamoxifen,Unnamed: 17166
Tamoxifen,ST3GAL2
Tamoxifen,PYCARD
Tamoxifen,MS4A1
Tamoxifen,PIGL
Tamoxifen,METTL25
Tamoxifen,IRF7
Tamoxifen,TNFSF8
Tamoxifen,PDLIM7
Tamoxifen,MINA
Tamoxifen,CALML5
Tamoxifen,VPREB1
Tamoxifen,PRAMEF12
Tamoxifen,KBTBD3
Tamoxifen,Unnamed: 13394
Tamoxifen,FPR3
Tamoxifen,FXYD4
Tamoxifen,PCDH8
Tamoxifen,CYP1A1
Tamoxifen,IGLL1
Tamoxifen,TXNDC17
Tamoxifen,SIGLEC7
Tamoxifen,NUP43
Tamoxifen,ODAM
Tamoxifen,MRGPRX4
Tamoxifen,C19orf57
Tamoxifen,ALPK1
Tamoxifen,C1orf228
Tamoxifen,PPP1R3B
Tamoxifen,SNPH
Tamoxifen,KRT26
Tamoxifen,GABRG1
Tamoxifen,CENPT
Tamoxifen,VPS4A
Tamoxifen,CCR6
Tamoxifen,KRTAP1-1
Tamoxifen,GSX1
Tamoxifen,SNTB2
Tamoxifen,EXOC6B
Tamoxifen,GRPEL1
Tamoxifen,PTPRQ
Tamoxifen,NHLH2
Tamoxifen,KIDINS220
Tamoxifen,MAT1A
Tamoxifen,RAG1
Tamoxifen,CCR7
Tamoxifen,RUNDC3B
Tamoxifen,CACNA1D
Tamoxifen,RLN2
Tamoxifen,TNFSF15
Tamoxifen,IRF4
Tamoxifen,KLF1
Tamoxifen,Unnamed: 17137
Tamoxifen,COL5A1
Tamoxifen,SOCS7
Tamoxifen,TMEM65
Tamoxifen,TADA2A
Tamoxifen,ST14
Tamoxifen,IGJ
Tamoxifen,FRMD6
Tamoxifen,SIRT2
Tamoxifen,SYNRG
Tamoxifen,TFG
Tamoxifen,DGKB
Tamoxifen,OSBPL5
Tamoxifen,EXOSC5
Tamoxifen,LINC00176
Tamoxifen,POMGNT1
Tamoxifen,IKZF3
Tamoxifen,R3HDM4
Tamoxifen,OR2M7
Tamoxifen,MAGEB1
Tamoxifen,TNNI1
Tamoxifen,NKAIN2
Tamoxifen,KY
Tamoxifen,PLEKHB2
Tamoxifen,CD33
Tamoxifen,ARMC9
Tamoxifen,CCDC162P
Tamoxifen,PRAMEF2
Tamoxifen,KLB
Tanespimycin,LHCGR
Tanespimycin,SATL1
Tanespimycin,DLG4
Tanespimycin,RHO
Tanespimycin,AGR3
Tanespimycin,TCTE1
Tanespimycin,FAM9A
Tanespimycin,Unnamed: 17145
Tanespimycin,SLC6A19
Tanespimycin,HTRA4
Tanespimycin,RCAN3
Tanespimycin,ISG20
Tanespimycin,TTLL5
Tanespimycin,Unnamed: 17530
Tanespimycin,AGAP4
Tanespimycin,HIGD1B
Tanespimycin,TSR3
Tanespimycin,AGR2
Tanespimycin,EIF1AY
Tanespimycin,SLC6A14
Tanespimycin,IL2RB
Tanespimycin,KCTD19
Tanespimycin,KIF25
Tanespimycin,C22orf39
Tanespimycin,ARMS2
Tanespimycin,SYCE3
Tanespimycin,OR10A5
Tanespimycin,PLA2G2A
Tanespimycin,XPO4
Tanespimycin,ZNF609
Tanespimycin,TRHR
Tanespimycin,TNK2
Tanespimycin,LAD1
Tanespimycin,INPP5E
Tanespimycin,SKIV2L
Tanespimycin,GYPE
Tanespimycin,BPI
Tanespimycin,TIMM44
Tanespimycin,PIKFYVE
Tanespimycin,IFNA21
Tanespimycin,S100A11
Tanespimycin,CCER1
Tanespimycin,DPEP3
Tanespimycin,KRTAP2-2
Tanespimycin,UNC5CL
Tanespimycin,C17orf98
Tanespimycin,GUCY2D
Tanespimycin,PRSS1
Tanespimycin,RPS3A
Tanespimycin,B3GAT2
Tanespimycin,TRAF1
Tanespimycin,CLEC6A
Tanespimycin,DOCK8
Tanespimycin,PKP3
Tanespimycin,CORO2A
Tanespimycin,SEMA3F
Tanespimycin,C16orf13
Tanespimycin,C8orf31
Tanespimycin,RIN3
Tanespimycin,WSCD1
Tanespimycin,SH2D5
Tanespimycin,SLC46A2
Tanespimycin,ALS2
Tanespimycin,PDCD10
Tanespimycin,TNFRSF11A
Tanespimycin,MANSC1
Tanespimycin,SH2B3
Tanespimycin,ZNF451
Tanespimycin,OR52D1
Tanespimycin,ADAMTS3
Tanespimycin,OIT3
Tanespimycin,FERMT3
Tanespimycin,RRP36
Tanespimycin,RPL7L1
Tanespimycin,HDGFL1
Tanespimycin,SENP8
Tanespimycin,CNKSR1
Tanespimycin,DEFA5
Tanespimycin,CD86
Tanespimycin,CERS3
Tanespimycin,Unnamed: 16521
Tanespimycin,TAS1R2
Tanespimycin,C19orf69
Tanespimycin,CAPN8
Tanespimycin,CXCL10
Tanespimycin,AOC3
Tanespimycin,TRIM14
Tanespimycin,CCND1
Tanespimycin,CDIPT
Tanespimycin,CLCN6
Tanespimycin,OPA3
Tanespimycin,TFAP2E
Tanespimycin,DNHD1
Tanespimycin,GXYLT2
Tanespimycin,TAS2R7
Tanespimycin,C9orf173
Tanespimycin,UNC45A
Tanespimycin,DBX2
Tanespimycin,ASGR1
Tanespimycin,C9orf78
Taselisib,DBX2
Taselisib,OR4K17
Taselisib,RFPL1
Taselisib,CKS2
Taselisib,ENOPH1
Taselisib,TTC17
Taselisib,SLC17A3
Taselisib,C12orf55
Taselisib,DNAJC24
Taselisib,PSMA4
Taselisib,SLCO1B1
Taselisib,GPHA2
Taselisib,STK16
Taselisib,CITED1
Taselisib,KIAA1683
Taselisib,SRSF10
Taselisib,HLA-DOA
Taselisib,NBR2
Taselisib,PPP1R32
Taselisib,PKHD1
Taselisib,GRIN2B
Taselisib,CFTR
Taselisib,TESK2
Taselisib,TTC9C
Taselisib,C17orf98
Taselisib,IFNA2
Taselisib,FAM134A
Taselisib,IDH3A
Taselisib,CCDC116
Taselisib,DCAF12L2
Taselisib,KRTAP4-11
Taselisib,USE1
Taselisib,TIGD1
Taselisib,RAB41
Taselisib,DIRAS3
Taselisib,CDH23
Taselisib,LSMD1
Taselisib,AOC2
Taselisib,C1orf158
Taselisib,SLC43A1
Taselisib,FBXO40
Taselisib,GPR35
Taselisib,ZNF493
Taselisib,MMRN1
Taselisib,SYNPR
Taselisib,WBP1L
Taselisib,C1orf123
Taselisib,PFN1
Taselisib,TESPA1
Taselisib,LIPJ
Taselisib,ASIC5
Taselisib,TRHR
Taselisib,ZNF790
Taselisib,Unnamed: 17665
Taselisib,ACTB
Taselisib,TMEM258
Taselisib,VN1R10P
Taselisib,OR5M3
Taselisib,OSBP
Taselisib,MLXIPL
Taselisib,HDHD2
Taselisib,GABRR2
Taselisib,HSP90B3P
Taselisib,GNRHR
Taselisib,ACSM5
Taselisib,KIAA0430
Taselisib,YWHAQ
Taselisib,PHF21A
Taselisib,TUBA3E
Taselisib,SPCS2
Taselisib,RHBDD1
Taselisib,VIPAS39
Taselisib,SCUBE2
Taselisib,BCS1L
Taselisib,TEK
Taselisib,OR6N1
Taselisib,LCA5L
Taselisib,NR3C2
Taselisib,OR56A3
Taselisib,SLCO1A2
Taselisib,Unnamed: 17530
Taselisib,ACPT
Taselisib,ETFA
Taselisib,DNAJB9
Taselisib,HSPH1
Taselisib,ACCS
Taselisib,ZNF460
Taselisib,ASB4
Taselisib,WDR92
Taselisib,KIAA0825
Taselisib,PIK3C3
Taselisib,HYAL4
Taselisib,YIPF2
Taselisib,DENND6A
Taselisib,MKKS
Taselisib,HAUS2
Taselisib,CXCL9
Taselisib,PROL1
Taselisib,TUBA3C
Taselisib,HDGFL1
Telomerase Inhibitor IX,APMAP
Telomerase Inhibitor IX,KCNT2
Telomerase Inhibitor IX,RCAN3
Telomerase Inhibitor IX,HEY2
Telomerase Inhibitor IX,PAOX
Telomerase Inhibitor IX,C10orf90
Telomerase Inhibitor IX,TACC3
Telomerase Inhibitor IX,ARL15
Telomerase Inhibitor IX,FAM151B
Telomerase Inhibitor IX,KLC4
Telomerase Inhibitor IX,TTC21A
Telomerase Inhibitor IX,LGALS14
Telomerase Inhibitor IX,CA4
Telomerase Inhibitor IX,XKR9
Telomerase Inhibitor IX,GZF1
Telomerase Inhibitor IX,CPO
Telomerase Inhibitor IX,ILF3
Telomerase Inhibitor IX,NLRX1
Telomerase Inhibitor IX,ZNF192P1
Telomerase Inhibitor IX,ASAP2
Telomerase Inhibitor IX,GTSF1L
Telomerase Inhibitor IX,OR52N4
Telomerase Inhibitor IX,CDR1
Telomerase Inhibitor IX,C1QTNF7
Telomerase Inhibitor IX,SBDS
Telomerase Inhibitor IX,PXMP4
Telomerase Inhibitor IX,OR10A5
Telomerase Inhibitor IX,DAND5
Telomerase Inhibitor IX,WASF2
Telomerase Inhibitor IX,PGM5
Telomerase Inhibitor IX,NEDD9
Telomerase Inhibitor IX,CCER1
Telomerase Inhibitor IX,PKP2
Telomerase Inhibitor IX,DSP
Telomerase Inhibitor IX,VN1R4
Telomerase Inhibitor IX,CD164L2
Telomerase Inhibitor IX,CTSW
Telomerase Inhibitor IX,SPIN1
Telomerase Inhibitor IX,ARHGEF12
Telomerase Inhibitor IX,LPAR2
Telomerase Inhibitor IX,CD52
Telomerase Inhibitor IX,Unnamed: 17145
Telomerase Inhibitor IX,GPR135
Telomerase Inhibitor IX,NUAK2
Telomerase Inhibitor IX,PERP
Telomerase Inhibitor IX,OCIAD2
Telomerase Inhibitor IX,ARMC2
Telomerase Inhibitor IX,NSMCE4A
Telomerase Inhibitor IX,MDM4
Telomerase Inhibitor IX,EPX
Telomerase Inhibitor IX,DNAJB1
Telomerase Inhibitor IX,DNM2
Telomerase Inhibitor IX,CSRNP1
Telomerase Inhibitor IX,PCDH8
Telomerase Inhibitor IX,ZFR
Telomerase Inhibitor IX,MRAP2
Telomerase Inhibitor IX,MAST2
Telomerase Inhibitor IX,FRMPD1
Telomerase Inhibitor IX,NDRG2
Telomerase Inhibitor IX,TSPAN19
Telomerase Inhibitor IX,ACAA1
Telomerase Inhibitor IX,PTBP3
